ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
3306;39;13;78;1;2800;3;Non;Non
3307;47;22;65;1;2400;1;Non;Non
3308;34;10;25;4;1000;1;Non;Non
3309;48;23;108;2;3800;3;Non;Non
3310;52;27;43;4;200;2;Non;Non
3311;53;29;95;4;1000;2;Non;Non
3312;49;25;24;1;300;1;Non;Non
3313;47;22;190;2;8800;1;Non;Non
3314;48;24;24;1;900;3;Non;Non
3315;38;13;41;4;1700;1;Non;Non
3316;48;22;80;3;1100;1;Non;Non
3317;56;26;63;3;2000;3;Non;Non
3318;65;41;79;3;2000;3;Non;Non
3319;46;20;105;4;3200;1;Non;Oui
3320;60;35;153;3;2000;3;Non;Oui
3321;50;25;114;1;600;1;Non;Non
3322;41;15;120;1;5200;1;Non;Non
3323;41;16;104;1;4000;3;Oui;Non
3324;60;35;20;1;1300;1;Non;Non
3325;57;31;41;1;1400;1;Non;Non
3326;48;23;35;2;1300;1;Non;Non
3327;53;27;174;1;2900;2;Non;Oui
3328;42;18;164;1;1300;3;Oui;Oui
3329;45;20;22;1;100;1;Non;Non
3330;35;10;132;1;3800;1;Non;Non
3331;34;9;32;4;1100;3;Non;Non
3332;67;42;21;3;100;3;Non;Non
3333;36;9;49;2;1670;2;Non;Non
3334;37;13;79;4;100;2;Non;Non
3335;40;14;30;2;800;3;Non;Non
3336;35;10;118;2;7800;1;Non;Non
3337;60;34;11;4;700;3;Non;Non
3338;59;29;61;3;2000;3;Non;Non
3339;35;9;43;4;1200;2;Non;Non
3340;27;1;141;4;5100;3;Non;Oui
3341;29;3;54;4;1800;3;Non;Non
3342;35;9;33;2;300;1;Non;Non
3343;38;13;84;3;1200;3;Non;Non
3344;62;37;125;1;1000;3;Non;Oui
3345;43;19;110;1;3400;1;Non;Non
3346;35;11;14;4;1000;1;Oui;Non
3347;41;15;65;2;2800;1;Non;Non
3348;65;41;78;3;2000;3;Oui;Non
3349;61;35;18;3;300;3;Non;Non
3350;55;25;95;2;4500;3;Non;Non
3351;28;3;95;2;1800;2;Non;Non
3352;52;26;191;1;1700;1;Non;Non
3353;34;4;19;1;670;3;Non;Non
3354;49;23;19;4;600;3;Non;Non
3355;42;18;39;1;300;3;Non;Non
3356;49;23;93;1;2400;1;Non;Non
3357;49;23;115;3;4600;3;Non;Oui
3358;32;6;112;1;2700;2;Oui;Non
3359;59;35;40;4;400;1;Non;Non
3360;43;19;45;3;600;2;Non;Non
3361;48;24;133;1;5000;1;Non;Non
3362;31;5;85;3;1600;1;Non;Non
3363;30;4;18;2;300;2;Non;Non
3364;58;34;54;4;1300;2;Non;Non
3365;41;15;41;2;2400;2;Non;Non
3366;38;8;21;1;670;3;Non;Non
3367;33;9;152;1;6000;1;Non;Non
3368;51;27;53;1;1600;2;Non;Non
3369;45;18;163;3;5330;2;Oui;Oui
3370;34;10;84;4;100;2;Non;Non
3371;39;13;59;3;900;3;Non;Non
3372;44;18;33;3;500;2;Non;Non
3373;55;29;81;4;4900;1;Non;Non
3374;28;2;182;3;7200;2;Oui;Oui
3375;57;31;61;1;2200;3;Non;Non
3376;43;18;88;4;1100;2;Non;Non
3377;46;21;170;2;2800;1;Non;Non
3378;35;10;83;4;700;3;Non;Non
3379;25;0;44;4;600;2;Non;Non
3380;65;41;83;3;2000;3;Non;Non
3381;64;38;21;1;800;2;Non;Non
3382;39;15;143;1;3500;1;Non;Non
3383;62;36;103;2;2800;1;Oui;Non
3384;46;22;135;3;4100;1;Non;Oui
3385;36;11;162;1;8600;1;Non;Non
3386;42;17;73;4;400;1;Non;Non
3387;35;10;142;4;800;3;Non;Oui
3388;63;37;25;2;200;3;Non;Non
3389;45;21;115;2;3300;1;Non;Non
3390;27;3;88;3;800;1;Non;Non
3391;29;3;73;3;300;3;Non;Non
3392;55;29;94;1;800;3;Non;Non
3393;32;7;58;1;1000;1;Non;Non
3394;37;11;81;3;900;2;Non;Non
3395;25;-1;113;4;2100;3;Non;Non
3396;41;16;35;2;1400;2;Non;Non
3398;31;6;170;2;6700;1;Non;Non
3399;40;14;62;2;2400;2;Non;Non
3400;54;29;54;2;2100;3;Non;Non
3401;48;22;39;1;1200;2;Non;Non
3402;39;15;28;1;1400;3;Non;Non
3404;54;29;82;3;3700;2;Non;Oui
3405;39;14;21;1;600;3;Non;Non
3406;55;30;50;2;2100;3;Non;Non
3407;42;12;34;3;2000;3;Non;Non
3408;58;32;19;4;700;3;Non;Non
3409;45;21;71;4;1900;1;Non;Non
3410;29;5;113;2;2000;2;Non;Non
3411;36;11;9;4;200;3;Non;Non
3412;63;37;118;1;2000;1;Non;Non
3413;55;29;79;4;4900;1;Non;Non
3414;54;24;72;3;1400;3;Non;Non
3415;61;36;18;1;1300;1;Non;Non
3416;36;12;93;2;2200;1;Non;Non
3418;39;12;23;3;1000;2;Non;Non
3419;57;31;40;3;1400;3;Oui;Non
3420;35;10;34;4;1700;1;Non;Non
3421;66;41;114;1;800;3;Non;Non
3422;49;23;125;1;2400;1;Non;Non
3423;48;23;41;1;1400;3;Non;Non
3424;61;35;38;2;1000;3;Non;Non
3426;23;-1;12;4;1000;1;Non;Non
3427;31;5;115;2;1500;3;Non;Non
3428;39;15;175;2;8000;1;Non;Non
3429;45;21;24;1;900;3;Non;Non
3430;39;14;28;2;1400;2;Non;Non
3431;64;38;32;2;300;1;Non;Non
3432;64;38;63;2;1700;3;Non;Non
3433;47;23;32;1;1000;1;Non;Non
3434;34;9;60;4;1300;1;Non;Non
3435;56;31;53;2;1600;3;Non;Non
3436;33;8;58;4;1300;1;Non;Non
3437;56;29;42;4;2500;2;Non;Non
3438;57;31;39;4;700;2;Non;Non
3439;43;17;72;1;2800;1;Non;Non
3440;43;17;80;3;100;1;Oui;Non
3441;26;1;39;4;600;2;Non;Non
3442;64;40;18;2;300;3;Oui;Non
3443;43;18;30;1;500;3;Non;Non
3444;44;18;54;1;2800;1;Non;Non
3445;60;35;128;1;900;1;Non;Non
3446;37;13;38;1;1500;2;Non;Non
3447;56;32;120;1;7400;1;Non;Non
3448;54;29;25;4;100;3;Non;Non
3449;43;18;85;4;1900;3;Non;Non
3450;57;32;135;3;4800;2;Oui;Oui
3451;29;4;14;4;500;3;Non;Non
3452;54;30;70;1;1600;3;Non;Non
3453;61;37;23;3;400;2;Non;Non
3454;29;3;31;4;300;2;Non;Non
3455;47;21;132;1;300;1;Non;Non
3456;43;19;28;3;500;1;Non;Non
3457;46;22;125;2;4700;3;Non;Oui
3458;55;31;91;2;2800;1;Non;Non
3459;48;23;191;2;2800;1;Non;Non
3460;26;1;88;2;1800;2;Non;Non
3461;63;37;84;4;2400;3;Non;Non
3462;57;27;64;3;2000;3;Non;Non
3463;58;33;28;2;500;2;Non;Non
3464;28;3;149;1;800;1;Non;Non
3465;61;37;172;4;4250;1;Oui;Oui
3466;65;41;42;1;1900;2;Non;Non
3467;33;6;53;2;1000;2;Non;Non
3468;63;37;149;2;200;3;Non;Oui
3469;43;19;113;2;1800;2;Non;Non
3470;26;2;79;2;2500;1;Non;Non
3471;57;31;175;2;500;1;Non;Non
3472;50;25;38;1;1400;3;Non;Non
3473;54;27;120;4;3000;2;Non;Oui
3474;59;34;52;4;700;1;Non;Non
3475;49;24;42;2;700;2;Non;Non
3476;54;30;13;1;300;1;Non;Non
3477;65;39;141;2;6900;1;Non;Non
3478;34;10;131;2;4330;1;Non;Non
3479;31;6;133;1;1500;3;Non;Oui
3480;31;6;64;2;2500;1;Non;Non
3481;64;39;49;2;1500;1;Non;Non
3482;52;26;34;1;300;3;Non;Non
3483;57;33;91;1;4300;1;Non;Non
3484;60;36;195;1;4700;1;Non;Non
3485;45;18;53;3;2500;2;Non;Non
3486;39;13;39;2;800;3;Non;Non
3487;25;1;20;4;1000;1;Non;Non
3488;29;4;104;4;1800;3;Non;Non
3489;40;15;51;2;1100;2;Non;Non
3490;36;12;154;3;6400;1;Non;Oui
3491;33;9;38;1;1330;1;Non;Non
3492;51;27;12;2;400;1;Non;Non
3493;35;9;28;1;600;3;Non;Non
3494;54;28;33;2;400;3;Non;Non
3495;29;2;31;4;1500;2;Non;Non
3496;32;8;44;1;1800;2;Non;Non
3497;37;13;49;4;2000;3;Non;Non
3498;55;31;134;2;300;1;Non;Non
3499;30;6;182;4;800;3;Non;Oui
3500;49;23;114;1;300;1;Non;Non
3501;51;26;90;1;2800;2;Non;Non
3502;65;39;105;4;1700;3;Non;Non
3503;32;8;58;3;2000;1;Non;Non
3504;29;3;53;4;2100;3;Non;Non
3505;46;20;15;4;600;3;Non;Non
3506;64;39;103;1;800;3;Non;Non
3507;27;1;58;4;1800;2;Oui;Non
3508;50;23;83;1;2670;2;Oui;Non
3509;33;9;125;1;4300;3;Non;Oui
3510;38;12;61;3;900;3;Non;Non
3511;38;11;69;3;2330;2;Non;Non
3512;37;11;89;1;1500;3;Non;Non
3513;46;20;70;4;2900;1;Non;Non
3514;31;4;39;2;1000;2;Non;Non
3515;35;9;41;4;1200;2;Non;Non
3516;50;26;148;2;400;1;Non;Non
3517;45;21;38;3;600;2;Non;Non
3518;30;6;95;1;3900;3;Non;Oui
3519;60;36;129;2;6000;1;Non;Non
3520;31;5;84;4;1800;2;Non;Non
3521;60;35;29;3;1300;2;Non;Non
3522;36;10;30;2;800;3;Non;Non
3524;29;4;150;1;800;1;Non;Non
3525;58;33;15;4;900;2;Non;Non
3526;59;34;13;4;900;2;Non;Non
3527;58;33;9;2;200;3;Non;Non
3528;35;10;24;4;1100;3;Non;Non
3529;43;17;41;3;2200;2;Non;Non
3530;33;7;25;4;1000;1;Non;Non
3531;54;28;49;4;2800;2;Non;Non
3532;38;12;58;3;900;3;Non;Non
3534;57;32;50;4;2100;1;Non;Non
3535;34;10;61;3;2000;1;Non;Non
3536;52;27;65;1;1200;1;Non;Non
3537;50;24;112;1;300;1;Non;Non
3538;60;34;19;3;300;3;Non;Non
3539;26;0;23;1;100;2;Non;Non
3540;56;30;60;1;2200;3;Non;Non
3541;39;15;30;4;300;1;Non;Non
3542;45;20;144;4;5400;1;Non;Oui
3543;30;5;118;4;3000;3;Non;Oui
3545;45;19;109;3;1100;1;Non;Non
3546;48;22;174;1;2400;1;Non;Non
3547;65;40;34;1;1100;3;Non;Non
3548;46;20;84;3;700;2;Non;Non
3549;40;16;41;1;2000;2;Non;Non
3550;33;7;92;3;1600;1;Non;Non
3551;40;10;19;1;750;3;Non;Non
3552;60;35;55;3;500;2;Non;Non
3553;51;27;22;4;500;2;Non;Non
3554;41;16;155;1;7000;1;Non;Non
3555;37;13;72;4;2000;3;Non;Non
3556;35;9;81;1;2700;2;Non;Non
3557;35;11;30;1;1700;1;Non;Non
3558;46;20;54;4;2900;1;Non;Non
3559;60;34;60;3;2500;1;Non;Non
3560;51;25;68;1;1500;2;Non;Non
3561;31;5;65;4;2200;2;Non;Non
3562;30;6;31;3;1000;2;Non;Non
3563;32;8;169;1;6500;3;Oui;Oui
3564;53;27;139;1;900;3;Non;Oui
3565;33;7;29;1;600;3;Non;Non
3566;40;15;43;2;1100;2;Non;Non
3567;57;33;80;2;2800;1;Non;Non
3568;51;26;43;1;1300;2;Non;Non
3569;30;4;194;2;4500;1;Non;Non
3570;41;15;24;2;800;3;Non;Non
3571;54;29;32;2;600;3;Non;Non
3572;42;18;153;3;5600;1;Non;Oui
3573;30;6;30;1;400;3;Non;Non
3574;60;36;165;3;5600;1;Non;Oui
3575;56;30;64;3;300;2;Non;Non
3576;63;38;15;4;600;2;Non;Non
3577;56;30;70;3;300;2;Non;Non
3578;39;9;32;3;2000;3;Non;Non
3579;29;5;128;2;4100;2;Non;Oui
3580;28;2;84;1;2900;3;Oui;Non
3581;41;16;62;2;2200;3;Non;Non
3582;28;4;33;3;1000;2;Non;Non
3584;30;3;33;4;1500;2;Non;Non
3585;63;37;15;1;800;2;Non;Non
3586;45;18;45;3;1000;2;Non;Non
3587;40;15;132;2;3900;1;Non;Non
3588;28;4;29;3;100;2;Non;Non
3590;38;12;52;2;2400;2;Non;Non
3591;32;7;64;2;100;1;Non;Non
3592;58;32;73;2;2300;3;Non;Non
3593;33;3;20;1;670;3;Non;Non
3594;60;34;44;2;300;1;Non;Non
3595;34;8;79;1;2500;1;Non;Non
3596;38;14;104;2;1800;2;Non;Non
3597;44;20;88;1;4700;1;Non;Non
3598;56;26;51;3;2000;3;Non;Non
3599;37;11;61;3;900;2;Non;Non
3600;45;19;23;2;100;3;Oui;Non
3601;44;20;38;2;2100;3;Non;Non
3602;37;13;75;3;2600;2;Non;Non
3603;47;21;42;4;100;1;Non;Non
3604;51;25;45;4;100;1;Non;Non
3605;63;38;59;3;500;2;Non;Non
3606;61;31;130;2;2600;3;Non;Oui
3608;41;15;62;3;900;3;Non;Non
3609;59;35;202;1;4700;1;Non;Non
3610;29;5;162;1;4300;1;Non;Non
3611;32;6;93;3;1600;1;Non;Non
3612;64;39;145;1;900;1;Non;Non
3613;50;25;99;1;4600;1;Oui;Oui
3614;35;11;148;1;5800;3;Non;Oui
3615;34;10;154;3;5400;2;Non;Oui
3616;58;34;149;2;6000;1;Non;Non
3617;41;15;69;1;1500;3;Non;Non
3618;37;11;30;2;300;1;Non;Non
3619;35;8;48;2;1000;2;Non;Non
3620;45;20;42;1;300;3;Non;Non
3621;53;29;132;2;300;1;Non;Non
3622;53;27;81;3;1700;2;Non;Non
3623;54;29;60;4;3800;2;Non;Non
3624;28;3;45;4;1700;2;Non;Non
3625;58;28;70;1;1400;3;Non;Non
3626;47;21;71;4;2900;1;Non;Non
3627;24;-3;28;4;1000;3;Non;Non
3628;27;1;83;2;200;1;Non;Non
3629;42;18;131;1;3400;1;Non;Non
3631;41;16;79;1;4000;3;Non;Non
3632;46;21;51;4;1900;3;Non;Non
3633;46;20;111;2;6300;1;Non;Non
3634;51;25;93;1;300;1;Non;Non
3635;59;35;73;4;2300;3;Non;Non
3636;58;33;24;2;500;2;Non;Non
3637;37;11;64;3;900;2;Non;Non
3638;39;14;104;3;1000;1;Non;Non
3639;47;22;38;4;1900;3;Non;Non
3640;51;26;191;1;8100;1;Non;Non
3641;64;34;53;4;1670;3;Non;Non
3642;59;35;74;4;2300;3;Non;Non
3643;55;29;21;4;700;3;Non;Non
3644;57;32;80;3;1600;3;Non;Non
3645;59;33;41;4;2500;1;Non;Non
3646;42;17;79;1;3700;3;Non;Non
3647;34;9;141;3;6900;2;Non;Oui
3648;41;14;32;3;1000;2;Non;Non
3649;43;13;38;3;2000;3;Non;Non
3650;53;29;85;3;1800;2;Non;Non
3651;47;21;93;2;800;3;Non;Non
3652;49;23;140;1;1900;3;Non;Oui
3653;35;9;69;4;2200;2;Non;Non
3654;52;27;32;2;2000;2;Non;Non
3655;53;28;61;4;900;1;Non;Non
3656;48;22;125;1;2400;1;Non;Non
3657;35;8;30;4;1000;2;Non;Non
3658;52;26;104;2;2400;2;Non;Non
3659;60;35;24;1;100;1;Non;Non
3660;33;7;22;1;400;2;Non;Non
3661;38;12;59;2;2400;2;Non;Non
3662;29;4;120;1;4100;2;Oui;Oui
3664;26;2;60;4;1600;1;Oui;Non
3665;48;24;43;3;1900;2;Non;Non
3666;43;19;70;3;2330;1;Non;Non
3667;60;35;51;2;2800;1;Non;Non
3668;27;3;59;4;1600;1;Non;Non
3669;38;13;129;4;300;3;Non;Oui
3670;40;15;22;2;1400;2;Non;Non
3671;38;14;29;4;400;2;Non;Non
3672;50;25;18;1;400;3;Non;Non
3673;38;13;65;3;500;3;Non;Non
3674;34;9;65;4;1300;1;Non;Non
3675;42;16;38;1;200;1;Non;Non
3676;60;34;110;2;2000;1;Non;Non
3677;62;37;22;1;1500;2;Non;Non
3678;59;33;43;2;300;1;Non;Non
3679;49;25;30;4;600;1;Non;Non
3680;49;23;134;2;6300;1;Non;Non
3681;36;11;32;3;1300;1;Non;Non
3682;33;9;139;1;4300;1;Non;Non
3683;43;17;45;2;700;1;Non;Non
3684;53;27;62;3;3000;2;Non;Non
3685;57;31;51;4;1700;2;Non;Non
3686;53;27;93;1;800;3;Non;Non
3687;60;35;122;1;1300;1;Non;Non
3688;34;10;45;1;1330;1;Non;Non
3689;51;26;179;1;8100;1;Non;Non
3690;36;12;64;3;2800;1;Non;Non
3691;63;39;41;2;1100;1;Non;Non
3692;37;13;58;2;600;3;Non;Non
3693;57;33;64;4;2200;1;Non;Non
3694;52;27;28;3;1700;2;Non;Non
3695;38;8;21;1;670;3;Non;Non
3696;61;35;60;1;2800;2;Non;Non
3697;31;5;78;2;200;1;Non;Non
3698;39;13;59;3;500;3;Non;Non
3699;38;12;59;3;500;3;Oui;Non
3700;46;22;83;4;1400;2;Non;Non
3701;48;22;128;1;5700;1;Non;Non
3702;58;33;95;1;2600;1;Non;Non
3703;50;25;160;4;4300;3;Non;Oui
3704;67;41;78;4;2400;3;Non;Non
3705;36;11;184;2;5100;2;Non;Oui
3706;30;4;30;3;1000;1;Non;Non
3707;58;33;51;2;1600;3;Non;Non
3708;43;18;35;1;600;3;Non;Non
3709;31;1;74;4;4000;3;Non;Non
3710;37;11;43;4;1200;2;Non;Non
3711;49;22;23;2;1000;2;Non;Non
3712;27;1;20;4;400;1;Non;Non
3713;50;25;112;1;600;1;Non;Non
3714;46;20;74;3;700;2;Non;Non
3715;49;23;65;2;400;3;Non;Non
3716;29;5;124;2;200;1;Non;Non
3717;55;29;65;3;2500;1;Non;Non
3718;61;37;73;3;2000;3;Non;Non
3719;45;19;8;2;100;3;Non;Non
3720;33;8;53;3;2300;1;Non;Non
3721;63;39;131;3;2600;3;Non;Oui
3722;32;6;13;4;300;1;Oui;Non
3723;42;17;60;1;2400;1;Non;Non
3724;51;27;45;1;1600;2;Non;Non
3725;44;20;39;2;2100;3;Non;Non
3726;33;6;78;4;2000;2;Non;Non
3727;39;13;43;3;500;3;Non;Non
3728;56;30;31;2;300;1;Oui;Non
3729;28;3;118;3;2400;2;Non;Oui
3730;43;17;82;3;100;1;Non;Non
3731;30;6;112;3;2500;1;Non;Non
3732;34;8;10;1;400;2;Non;Non
3733;26;1;18;2;900;3;Non;Non
3734;58;32;72;3;300;2;Non;Non
3735;43;19;72;4;200;3;Non;Non
3736;40;14;78;1;5200;1;Non;Non
3737;54;30;78;3;1800;2;Non;Non
3738;44;19;30;1;500;3;Non;Non
3739;54;28;45;3;1400;1;Non;Non
3740;39;14;80;2;400;1;Non;Non
3741;59;35;174;1;4700;1;Non;Non
3742;53;29;51;2;3200;3;Non;Non
3743;32;8;181;1;6000;1;Oui;Non
3744;40;14;78;4;1400;2;Non;Non
3745;54;29;79;3;1600;3;Non;Non
3746;27;3;119;1;5400;1;Non;Non
3747;63;39;49;4;1200;2;Oui;Non
3748;26;0;83;3;3900;2;Non;Oui
3749;33;7;100;1;2700;2;Non;Non
3750;43;19;70;3;2330;1;Non;Non
3751;57;32;52;3;500;2;Non;Non
3752;26;2;12;4;1000;1;Non;Non
3753;55;30;82;4;1300;3;Non;Non
3754;30;4;34;2;300;2;Non;Non
3755;63;37;112;4;2400;3;Non;Non
3756;55;25;42;3;1000;3;Non;Non
3757;35;11;83;2;2200;1;Non;Non
3758;45;21;142;1;1400;2;Non;Oui
3759;47;23;199;2;6670;1;Non;Non
3760;31;4;29;4;1500;2;Non;Non
3761;56;26;70;3;1400;3;Non;Non
3762;49;24;25;2;700;3;Non;Non
3763;53;27;84;2;1100;1;Non;Non
3764;62;36;81;3;4400;1;Non;Non
3765;63;37;15;2;400;1;Non;Non
3766;26;0;54;3;300;3;Non;Non
3767;59;35;108;4;3800;2;Non;Oui
3768;40;16;83;4;2670;1;Non;Non
3769;42;16;62;1;700;3;Oui;Non
3770;29;4;134;2;3300;1;Non;Non
3771;40;16;75;3;2330;1;Non;Non
3772;31;7;109;2;2000;2;Non;Non
3773;35;10;152;2;3000;1;Non;Non
3774;62;36;83;4;2400;3;Non;Non
3775;51;26;52;4;1800;3;Non;Non
3776;32;6;31;2;2000;3;Non;Non
3777;27;3;135;3;2700;3;Non;Oui
3778;62;37;98;1;900;1;Non;Non
3779;66;41;14;4;600;2;Non;Non
3780;53;27;64;4;2600;1;Non;Non
3781;49;25;109;2;6800;1;Non;Non
3782;65;40;118;1;1300;1;Oui;Non
3783;30;5;80;4;2200;2;Non;Non
3784;60;34;51;3;1400;3;Non;Non
3785;30;6;115;4;3800;2;Non;Oui
3786;54;28;83;1;2400;1;Non;Non
3787;54;28;90;1;300;1;Non;Non
3788;37;12;28;4;1700;1;Oui;Non
3789;32;7;82;2;2500;1;Non;Non
3790;51;27;24;3;400;1;Non;Non
3791;46;22;71;2;1700;1;Non;Non
3792;41;17;80;1;300;1;Non;Non
3793;62;36;109;4;1700;3;Non;Non
3794;54;28;140;1;2900;1;Non;Non
3795;52;27;39;4;200;2;Non;Non
3796;51;25;39;1;1200;2;Non;Non
3797;24;-2;50;3;2400;2;Non;Non
3798;61;35;31;2;300;1;Non;Non
3799;55;25;35;3;1000;3;Non;Non
3800;37;11;44;4;200;1;Non;Non
3801;64;38;35;1;500;3;Non;Non
3802;34;8;20;2;300;1;Non;Non
3803;31;7;10;4;700;2;Non;Non
3804;42;18;83;4;2000;3;Non;Non
3805;47;22;203;2;8800;1;Non;Non
3806;29;5;84;3;800;1;Non;Non
3807;34;8;41;4;800;1;Non;Non
3808;36;11;164;2;7800;1;Non;Non
3809;34;10;152;2;6500;1;Non;Non
3810;26;2;62;4;1600;1;Non;Non
3811;48;24;12;4;1000;1;Non;Non
3812;47;23;28;4;600;1;Non;Non
3813;39;13;52;1;2000;1;Non;Non
3814;62;37;19;3;1300;2;Non;Non
3815;34;9;35;3;1300;1;Non;Non
3816;43;19;28;4;300;1;Non;Non
3817;55;30;70;3;2000;2;Non;Non
3818;65;40;140;1;900;1;Non;Non
3819;26;0;102;4;2300;3;Non;Non
3820;57;27;50;4;2000;3;Non;Non
3821;32;7;61;3;2300;1;Non;Non
3822;35;9;188;2;3700;2;Non;Oui
3823;63;33;178;4;9000;3;Non;Oui
3824;49;25;44;4;900;2;Non;Non
3825;23;-1;12;4;1000;1;Non;Non
3826;30;6;69;4;3400;1;Non;Non
3827;43;19;132;1;5000;1;Non;Non
3828;39;14;128;2;3900;1;Non;Non
3829;31;6;44;4;800;1;Non;Non
3830;65;39;44;1;500;3;Non;Non
3831;34;8;34;2;2000;3;Non;Non
3832;37;12;132;2;3900;1;Non;Non
3833;62;38;158;2;2100;1;Non;Non
3834;33;9;83;1;100;1;Non;Non
3835;48;22;28;1;1400;3;Non;Non
3836;33;9;131;3;2200;3;Non;Oui
3837;45;19;31;3;500;2;Non;Non
3839;37;11;71;2;1800;1;Non;Non
3840;31;5;42;2;2000;3;Non;Non
3841;56;31;35;3;100;2;Non;Non
3842;30;4;81;2;200;1;Non;Non
3843;61;35;91;2;2000;1;Non;Non
3844;32;7;129;4;5200;2;Non;Oui
3845;51;27;75;1;2700;1;Non;Non
3846;26;1;54;4;600;2;Non;Non
3847;31;5;43;1;1500;1;Non;Non
3848;43;18;94;4;1100;2;Non;Non
3849;57;32;84;4;1300;3;Non;Non
3850;42;18;34;1;2000;2;Non;Non
3851;48;23;15;4;800;1;Non;Non
3852;46;21;99;2;3800;3;Non;Non
3853;33;7;15;1;400;2;Oui;Non
3854;45;21;83;4;2000;3;Non;Non
3855;31;6;83;4;1800;3;Non;Non
3856;42;18;143;1;1700;1;Non;Non
3857;56;30;81;4;2600;3;Non;Non
3858;63;39;39;1;1900;2;Non;Non
3859;42;18;158;2;400;2;Non;Oui
3860;50;24;62;1;1400;3;Non;Non
3861;31;6;64;2;100;1;Non;Non
3862;65;40;29;1;1500;2;Non;Non
3863;60;34;64;3;2500;1;Non;Non
3864;34;10;21;4;700;2;Non;Non
3865;62;32;142;2;2800;3;Non;Oui
3866;56;30;64;3;2500;1;Non;Non
3867;51;25;40;4;1800;1;Non;Non
3868;44;19;61;3;2700;2;Non;Non
3869;41;16;44;1;300;3;Non;Non
3870;43;16;78;3;2670;2;Non;Non
3871;25;0;25;2;900;3;Non;Non
3872;40;16;125;2;1900;1;Non;Non
3873;53;29;63;2;1000;3;Non;Non
3874;54;30;54;1;1600;3;Non;Non
3876;26;2;119;2;600;1;Non;Non
3877;35;11;40;1;2400;2;Non;Non
3878;29;4;41;1;1000;1;Non;Non
3880;28;4;101;3;2500;1;Non;Non
3881;48;24;25;4;500;2;Non;Non
3882;46;20;55;1;1500;2;Non;Non
3883;31;7;43;1;2100;3;Non;Non
3884;40;16;98;2;1800;2;Non;Non
3885;27;1;112;4;2300;3;Non;Non
3886;32;2;69;4;4000;3;Non;Non
3887;67;43;79;4;1700;2;Oui;Non
3888;24;-2;118;2;7200;1;Non;Non
3889;45;18;81;3;2670;2;Non;Non
3890;26;0;19;1;100;2;Non;Non
3891;42;17;139;2;2900;3;Non;Oui
3892;65;40;63;3;500;2;Non;Non
3893;59;33;102;2;1400;1;Non;Non
3894;30;5;40;4;1700;2;Non;Non
3895;32;6;44;1;300;1;Non;Non
3896;36;12;59;3;2000;1;Non;Non
3897;48;24;224;2;6670;1;Oui;Non
3898;56;31;64;2;2300;3;Non;Non
3899;44;20;129;2;3300;1;Non;Non
3900;60;34;43;1;1400;1;Non;Non
3901;51;27;12;3;400;1;Oui;Non
3902;34;10;53;3;2600;2;Non;Non
3903;45;21;39;2;2100;3;Non;Non
3905;29;5;18;1;400;3;Non;Non
3906;52;28;55;1;1600;3;Non;Non
3907;61;35;60;1;2500;3;Non;Non
3908;40;14;42;2;300;1;Non;Non
3909;24;0;44;3;100;2;Non;Non
3910;33;7;111;2;1300;1;Non;Non
3911;33;8;62;1;1000;1;Non;Non
3912;52;26;44;2;800;3;Non;Non
3913;40;14;69;1;1500;3;Non;Non
3914;45;20;62;3;800;3;Non;Non
3915;27;3;35;1;1800;2;Non;Non
3916;38;13;91;1;2800;1;Non;Non
3917;50;26;12;1;200;1;Non;Non
3918;41;15;89;3;100;1;Non;Non
3919;60;34;65;4;1700;2;Non;Non
3920;64;34;179;2;4500;3;Non;Oui
3921;34;8;82;2;1500;3;Oui;Non
3922;30;6;48;1;1200;1;Non;Non
3923;31;4;20;4;1500;2;Non;Non
3924;41;15;91;1;2800;3;Non;Non
3925;61;37;122;2;6000;1;Non;Non
3926;42;18;22;1;1400;3;Non;Non
3927;48;23;43;2;1300;1;Non;Non
3928;59;34;38;4;1700;1;Non;Non
3929;57;33;61;3;2670;1;Non;Non
3930;37;13;33;4;400;2;Non;Non
3931;53;27;145;1;2900;1;Non;Non
3932;53;27;170;1;1000;1;Non;Non
3933;26;2;55;3;700;2;Non;Non
3934;39;14;40;1;2500;3;Non;Non
3936;59;33;53;3;2500;1;Non;Non
3937;43;18;63;3;800;3;Non;Non
3938;39;15;123;2;2200;1;Non;Non
3940;47;23;12;4;200;1;Non;Non
3941;41;17;53;2;2500;1;Non;Non
3942;57;33;79;1;2700;2;Non;Non
3943;42;17;89;1;100;2;Non;Non
3944;61;36;188;1;9300;2;Non;Oui
3945;56;26;62;3;1400;3;Non;Non
3946;29;3;123;3;5600;3;Non;Oui
3947;25;-1;40;3;2400;2;Non;Non
3948;32;8;119;4;5000;3;Non;Oui
3949;37;12;123;4;3100;2;Oui;Oui
3950;31;5;23;1;400;2;Non;Non
3951;38;14;62;1;1500;3;Non;Non
3952;40;14;69;3;2100;1;Non;Non
3953;61;36;124;2;3900;1;Non;Non
3954;50;26;52;4;100;3;Non;Non
3955;32;7;134;2;3100;1;Non;Non
3956;62;36;58;1;800;2;Non;Non
3957;62;37;45;3;500;2;Non;Non
3958;40;15;75;4;1100;2;Non;Non
3959;59;34;23;4;400;2;Non;Non
3960;43;19;123;3;1300;1;Non;Oui
3961;62;37;48;3;2200;1;Non;Non
3962;48;22;145;1;300;1;Non;Non
